|content|livrare_ambalaj
290|este un televizor acceptabil dar, are ceva lacune si probleme de soft. nu poti aranja lista de programe, se deschide singur ( peste noapte de 2 ori s-a aprins). il dau inapoi si iau un lg.|0
291|televizorul are imagine clara, se conecteaza usor la internet. foarte aiurea este treaba cu canalele, le gasesti foarte greu desi acesta este un aspect important pentru un tv. l-am cumparat pentru bucatarie, pacat ca nu am gasit o marca mai cunoscuta la aceste dimensiuni.|0
292|"porneste singur , stie cineva ce pot sa ii fac ?? 
programele tv sa vad bine, culori ok. problema este cand vreau sa ma uit la un film pe netflix se vede foarte nasol. 
 intradevar la banii astia ce pretentii sa si am, dar ma gandesc serios la returnare din aceasta cazua... 
 ina o chestie, trebuie neaparat sa ii schimb suruburile de prindere picior/suport - tv, la o atingere mai dura pica tv-ul de pe acel picior:))"|0
293|televizorul se porneste singur si noaptea si de multe ori in cursul zilei, in rest este ok pentru prerul pe care il are.|0
294|"canalele digitale nu functioneaza!!
 a mai intalnit cineva aceasta problema??televizorul gaseste doar programe analogice.ma poate ajuta cineva cum sa fac instalarea si canalelor digitale??"|0
295|recomand cu incredere|0
296|per total ok, se misca bine, dar extrem de enervant ca porneste cand are el chef. eu nu am reusit din setari sa gasesc solutia la aceasta problema. am vazut, din comentarii, ca nu ar fi o exceptie la mine, ci o problema generala. a reusit cineva sa ii de de cap?|0
297|sta ceva timp pana schimba programele si androidul este cam slabut... stai foarte mult pana scri. este acceptabil. aplicatia de fb nu merge (nu poti insera parola)|0
298|ca televizor vs pret este ok dar ca smart este praf, functioneaza circa 5 minute apoi se blocheaza tot televizorul, iar furnizorul nu a raspuns solicitarilor mele remediere a problemei, urat, foarte urat|0
299|un televizor destul de slab. am inlocuit un televizor mai mic (samsung full hd din 2012) cu acest televizor. calitatea imaginii si a sunetului nu se ridica la nivelul televizorului vechi. unele canale hd se vad ca si cum ar fi cu transmisie standard (fara hd).are probleme mari si cu conexiunea hdmi, nu exista hdmi-out.atas calitatea sunetului, cat si a imaginii sunt inconsistente. am schimbat conexiunile si testat de nenumarate ori si nu am reusit sa rezolv problema. in plus, cutia in care am primit televizorul nu avea sigiliul din fabrica.|0
300|in decembrie 2024 a fost achizitionat, iar in noiembrie 2025 s-a stricat. nu se mai vede imaginea doar se aude sunetul.|0
301|sunet ok, insa androidul foarte lent, aplicatiile nu functionau ok|0
302|reclama mincinoasa, nu merg instalate toate aplicatiile de pe telefon, asa cum scrieti in descriere. de exemplu, nu merge instalat antena play. mai mult decat atat, nu exista nici varianta de oglindire ecran si nici conectarea prin bluetooth.|0
303|desi este ieftin, nu isi merita modelul acesta banuti!|0
304|chiar si pentru 500 de lei, este un tv slab, sunet foarte prost, iar odata la cateva zile, cand il pornesc ramane blocat, nu primeste absolut nicio comanda. singura solutie este sa-l scot din priza|0
305|l-am cumparat pt bucatarie si nu voiam sa fac o investitie prea mare. ma asteptam sa nu fie cel mai tare tv, dar dupa ce l-am testat 0-2 sapt, m-am convins ca nu e ceea ce imi doream.pro - imagine bunicica pt pretul asta, conectivitate buna, pretul super acceptabil.contra sunetul era absolut ingrozitor, distorsionat, neclar, telecomanda prea butucanoasa pt 2024, este f usor, iar senzatia cand pui mana pe el este de chinezarie ieftina. mi-am zis ca pot trai cu un tv slab in bucatarie, atata timp cat isi face treaba si are netflix, youtube, dar am hotarat sa trec la un samsung pt un pret dublu, dar stiu ca e durabil si de calitate.|0
306|am cumparat 0 buc care s-au stricat dupa 0-2 ani|0
307|dezamagitor. dupa 2 luni de zile, nu mai recunoaste modulul ci+ de la vodafone. se blocheaza imediat dupa ce il pornesti, deci practic m-am ales cu un obiect de decor. l-am trimis la garantie, vedem ce zic baietii de la depanero.|0
308|starlight ca si brand mi-a placut dintotdeauna. un raport calitate/pret onest pentru un brand romanesc usor de folosit si prietenos cu consumatorul. receptionez produsul, il pun in functiune, insa atat de mult ambalaj si protectie ecran nu am putut sa vad la niciun tv. sa vedem mai departe cum se comporta la folosinta. revenim mai in colo cu un review nou|0
309|"ca si conexiuni, portul ci+ mi-a dat batai de cap, la conexiuni lipsa mufei de casti sau audio pe rca. daca vroiai sa cauti ceva pe magazinul play lasa de dorit, uneori lag pe internet.
 din acestmotiv a fost returnat."|0
310|sunetul este extrem de prost.|0
311|claritatea e buna dar cam iti lasa de dorit imaginile|0
312|nu reusesc nici cum sa gasesc programe digitale doar analogie imi gaseste vreo 50 posturi si gata... nu stiu unde sa mai intru...|0
313|nu este compatibil hd, nu scaneaza toate programele operatorului, face o selectie de un numar limitat de programare excluzandu-le pe cele hd. claritate slaba, sunet puternic dar gajait, preluare intarziata a sunetului fata de imagine|0
314|sub aateptari... nu gaseste canale digitale, cele analogice se vad foarte urat|0
315|nu am reusit nici cum sa vad un canal hd, am cablu prin digi pe el, motivul pentru care o sa-i fac retur|0
316|sonor foarte rau!|0
317|il am de aproape 2 ani si pot spune ca sunt tare dezamagit. de vreo 0 ani mereu se tot aprinde singur, nu ii fac nimic si se around singur. se aude ok se vede relativ ok dar merge greu netul. da o sa spuneti ca am router prost si net si mai prost. nu am un net bun de 1000mbps plus un router ft bun. youtube se incarca din an in paste iar netflix merge bn. nu recomand.|0
318|l-am achizitionat pe 12.03.2021. nu pot sa zic ca nu e ok, la banii astia nu poti ridica pretentii. imagine ok, a recunoscut si smart card-ul de la digi, telecomanda trebuie tinuta spre tv ca sa functioneze corect si nu doar cand vrea ea (asa cum zicea cineva intr-un comment). totul a fost ok pana azi cand nu mai vrea sa se conecteze la net wi-fi. recunoaste reteaua, introduc parola si mesajul este “esuat”. parola este corecta iar router-ul e functional, am verificat! asa ca 0 stele pentru ca nu ai obtiuni de revenire la setari din fabrica (cel putin eu nu am gasit), manualul e fix degeaba deci nu prea ai optiuni sa rezolvi cumva singur. returul iese din discutie dupa atat timp asa ca astept sa-mi raspunda cei de la star-light. com care au la contact datele emag sau asa mi-au aparut mie. va recomand sa mai puneti 0-2 sute si sa luati altceva decat sa va zgarciti ca mine.|0
319|am cumparat si eu un televizor si sa stricat dupa doua zile si lam returnat si mi-au trimis altu acesta este bun sa vedem pa parcurs|0
320|dupa cateva ore ma lasat telecomanda|0
321|imagine neclara, nu se conecteaza la internet nici sa il bat. testat|0
322|pe partea de smart merge destul de bine. in rest, imagine modesta chiar si pe posturile hd, meniu saracacios, fara posibilitate de aranjare in ordine a posturilor, fara multe alte functii.daca se intrerupe curentul, isi pierde memoria. se pierde lista de favorite, setarile. in urma cu doua saptamani achizitionate un alt tv de la aceasta firma, de 80 cm, alta serie, care a fost mult mai ieftin si mult mai calitativ decat acesta.|0
323|din punct de vedere am imaginii se vede bine. nimic de reprosat... dar reactioneaza la comenzi dupa aproximativ 2-4 secunde...(poate l-am nimerit eu cu defecte). pe partea de smart se misca greu, ruterul de wireless fiind langa tv. ma asteptam la ceva mai ok... nu recomand|0
324|este loterie mie mia mers 0 luni dupa care a murit l-am returnat!!!|0
325|un televizor care costa extrem de putin si face si mai putin mi se blocheaza incontinuu nu merge sa ascult audio la unele aplicatii din cand in cand, nu se deschide din cand in cand si singura rezolvare este sa sterg cookie urile si sa ma conectez din nou este foarte enervant.|0
326|dupa 1 saptamana telecomanda nu mai functioneaza, pot doar sa sting si sa aprind tv-ul!|0
327|nu recomand. a functionat doar 7 ore.|0
328|l-am cumparat in 7 noiembrie si in 13 decembrie s-a defectat.|0
329|produsul lasa de dorit! motivele din spatele reviewului:- sunetul lasa de dorit. desi am incercat sa il ajustez din setari... sunetul este strident si metalic. - il am de aprox 1 luna si deja am avut 0 episoade in care nu s-a deschis ( parea ca sta in standby si a trebuit sa il scot din priza ca sa revina la normal)|0
330|la mine sa stricat dupa 1 luna de functionare. poate voi aveti noroc sa nu se strice.|0
331|doar dupa 0 luni nu mai functioneaza, nu recomand.|0
332|dupa fix un an a ramas fara sunet. un an a fost ok, fara nicio problema.|0
333|un alt tv mai slab nu am avut vreodata! l-am cumparat in luna ianuarie 2025, l-am folosit f putin, iar in octombrie, deja l-am trimis in service! nu mai reda imagini, display-ul isi schimba doar culorile, fara sa se vada ceva. de la inceput mi s-a parut slab, se misca greu, insa nu m-am gandit ca s-ar putea strica in mai putin de 1 an... foarte dezamagit, mentionez ca l-am luat in urma recenziilor!|0
334|ramane fara sonor, se deconecteaza de la youtube, il scoti din priza dupa care isi revine|0
335|a fost achizitionat acum 0 saptamani acest televizor si deja face figuri de ma scoate din sarite. in viata mea nu am vazut televizor asa prost! ba telecomanda nu merge ba sunetul. trebuie mereu sa il scot din priza sa mearga. nu faceti gafa sa va cumparati tv de la starlight niciodata, mai bine dai un ban in plus da ai ceva de calitate.daca il duci inapoi iti da altul, care probabil va avea aceeasi problema. eu zic ca e un bug din fabrica la marca asta inepta si execrabila. l-a luat o ruda ca eu nu il achizitionam in viata mea! e de cosmar. cred ca si allview e mult mai ok decat starlight.|0
336|nu se merita|0
337|s-a stricat in mai putin de 1 an|0
338|l-am luat de nevoie ca nu am buget dar dupa o luna am probleme cu el si nh stiu ce sai fac ca cateodata trb sal scot din priza ca nu are sunet sau intra singur in meniu, eu nu lam luat sa stau in concediu acasa dar nu sunt multumit, nu recomand, cred ca e valabila garantia ia si nu e de frumusete e|0
339|cand pornesti tv apar aplicatiile si asa sta ore intregi pana cand folosesti 2 butoane pt. intra la posturile tv, adica nu se deschide direct canalele tv|0
340|se blocheaza non stop, nu cumparati!|0
341|interactiune sub orice critica, se blocheaza constant pe posturi tv si e imposibil sa accesezi partea “smart” si desi el este folosit doar pe mute, la momentul deschiderii are minim volumul 15|0
342|jalnic. s-a deschis intr-un mod de eroare. telecomanda nu functiona. in mod smart se bloca. retur si aia e. am ales un lg de 60 cm. altceva|0
343|"foarte nemultumita. se conecteaza usor pe netflix dar dupa 0, 2 minute se blocheaza imaginea si ramane doar sunetul. o tiriplisca de tv. dar... la cat costa nu ma asteptam la mai mult! prima data cand l-am pornit a intrat direct media, cu toate ca il setasem din start pe tv. pt cineva care nu are rabdare, ii da un sut direct in strada. la pornire intrati direct pe butonul de deasupra ""info"", dupa... in stanga ""intrare, tv"".baiatul de la curierat, nu a intarziat (ca altii), nota 10, m-a scapat de vechiul tv (un smart care m-a tinut 8 ani) si am fost incantata ca am scapat de grija lui."|0
344|cand a expirat garantia s-a stricat, normal pentru pretul platit…|0
345|l -am achizitionat ptr parinti si nu au putut sa il instaleze pentru ca cerea in pin pe care nu le-am gasit nicaieri. retur bineinteles. o sa imi trimit parintii da faca studii ptr montat tv star line|0
346|"foarte prost.meniul se misca greu dupa o luna de folosire ocazional specific ocazional daca vrei sa schimbi intre netflix ai tv se blocheaza nu mai merge nici nici doar daca este scos din priza si reconectat la un moment dat sa resetat singur la setarile din fabrica in acest moment este trimis la garantie deoarece trecuse perioada de retur. cel mai proat tv
"|0
347|il am de 0 luni si deja sa innegrit imaginea.|0
348|se misca foarte greu si se blocheaza incontinuu. nu recomand|0
349|la doar doua luni de la achizitie a trebuit sa-l trimit in service|0
350|oribil, in aplicatii nu se aude sunetul, trebuie sa scot televizorul din priza, sa astept 1-0 minute si sa l repornesc. nu recomand…|0
351|wifi de nefolosit|0
352|deja sa defectat, nu mai functioneaza difuzorul!|0
353|nu recomand|0
354|teribila culori spalacite|0
355|din pacate dupa 0 ani jumatate a cedat, ecranul nu mai afiseaza nici o imagine. cei de la service au zis ca nu exista piese pentru televizoarele chinezesti. deci trebuie sa cumpar altul nou.pacat.|0
356|deci chiar daca ne raportam la valoarea produsului adica una mai ieftina calitatea culorilor este una jalnica care lasa mult mult de dorit!!! personal pentru mine este cea mai mare dezamagire.|0
357|sunet groaznic, inacceptabil cat de prost se aude.|0
358|dupa 30 zile sa defectat. a durat aprox 0 saptamani reparatia. am trimis televizorul cu un defect si a venit retur cu alta problema. toate suruburile de fixare au filetul distrus. a trebuit sa folosesc alte suruburi (ce am gasit pe acasa) si sper ca la urmatoarea trimitere in garantie sa nu fiu refuzat din aceasta cauza. in plus calitatea sunetului este execrabila. suna ca o cutie de conserva.nu recomand|0
359|am ales diagonala de 60cm pt bucatarie. dezamagit de sunet (deranjant) iar imaginea nu e de calitate (se vad pixelii). l-am ales dupa numarul de review-uri si media de 4.4 stele... dar cele de o stea spun adevarul.|0
360|groaznice toata marca star light, cele mai proaste nici un an 0 reparatii si nici acum. nu functioneaza in parametri nu gaseste programele nu pot sa dau pe youtube, imi pare rau ca nu pot acorda nota cu -|0
361|"se deconecteaza random de la wi fi
 sunet praf, abia intelegi la unele vloguri/filme ce se vorbeste, se aude distorsionat. imagine praf.sigla starlight lipita stramb. mai bine mai puneti niste bani si luati altceva, nu merita nici 300 lei"|0
362|nu este de recomandat! a tinut exact 1luna!|0
363|nu faceti greseala mea, mai puneti 0 sute de lei si luati ceva mai bun. pixeli morti, wifi pica din 10 in 10 secunde, sunet varza!|0
364|nu sunt hater, dar sunt fan samsung sau marci consacrate. de data asta, am ales acest starlight, deoarece este un tv de back-up in casa. poate sta si 1 saptamana neaprins. dar, rar cand il folosim, suntem dezamagiti de el... luminozitatea este prea mare, nu poti trai cu el in camera noaptea, meniul este ciudat, instalarea dificila.... am trecut cu vederea, la banii astia parea un best buy... dar, dupa 5 luni... a crapat. nu recomand!|0
365|sunet prost, nu se poate regla, are un sunet strident, foarte ascutit, cel mai slab|0
366|cel mai slab televizor, nu va recomand sub nicio forma, se misca extrem de greu, trebuie sa stau cate 15 minute sa intre pe youtube, foarte slab, regret in totalitate ca l-am cumparat|0
367|este doar un televizor de buget. pentru un sunet de fundal se merita, altfel nu. reclama de prezentare minte, fara disney+, voyo sau antena play, se poate lauda doar cu netflix si youtube. nu se pot instala alte aplicatii, nu se pot vedea filme online; am incercat in acest sens conectarea prin hdmi la laptop/nintendo, dar dupa putin timp, niciun port hdmi nu mai citea niciun semnal. desi l-am trimis in service, au spus ca nu au gasit nicio defectiune.|0
368|calitatea imaginii execrabila, pixelata nu doar la programele tv vi si pe youtube si amaxon prime. dezamagitor. sper ca imaginile atasate va ajuta sa va formati o idee.|0
369|se vede bine, se aude parca este intr-un butoi un ecou enervat, dupa o ora de utilizare nu te mai poti uita la el ca te doare capul, am fost neispirat ca nu l-am returnat la timp|0
370|nu recomand nu am fost multumita de el deloc|0
371|audio: am citit comenturi despre sunet, am zis nu are cum sa fie asa rau... nu pot urmari nimic in limba romana, are o rezonanta groaznica si nu inteleg o boaba din ce aud (in limba romana)... dupa ceva schimbari in egalizator cat de cat pot sa inteleg o muzica un film.video:... atasament, asa sunt marea majoritate a posturilor (si nu exagerez) cand e soare si frumos afara, daca ploua sau ceva, nu ai ce face cu el... si nu are legatura cu legaturi semnal etc, pleaca direct din decodoru de fibra (e primu device la 70cm distanta).conectivitate: cat am avut rabdare sa l testez pe utub/netflix etc, merge pentru cat l am testat eu, dar imi imaginez ca e doar o chestiune de timp pana aduna ceva junk files si incepe sa scartaie si la capitolu asta.bonus: telecomanda nu are buton de toggle cu postul anterior... initial am zis ca nu e mare branza... dar alaturi de cum functioneaza grila de programe si etc... ajunge un chin.|0
372|nu recomand. s-a defectat dupa 32 zile. nici nu se mai poate returna! doar reparat(pentru alte 32 zile?)|0
373|nu stiu daca a durat un minut sa l pun inapoi in cutie dupa ce l am pornit, e jale calitatea ecranului, sunetul, telecomanda, tot! nu recomand.|0
374|imagine neclara, calitate slaba.|0
375|nu a reusit sa gaseasca prin ci-ul de la digi, canalele digitale. you tubul mergea sacadat! in concluzie, nu recomand!|0
376|nu recomand!|0
377|un tv foarte prost, il am de 5 luni si se blocheaza, un difuzor nu mai merge telecomanda merge foarte greu, nu recomand, mai bine mai pui 300 de lei si iti cumperi ceva mai bun|0
378|dezamagire totala! nu merita niciun leu, culori sterse si calitatea imaginii foarte slaba! regret ca l-am achitionat!|0
379|a doua zi a ramas fara sonor|0
380|viteza la care televizorul preia comenzile este foarte foarte mica chiar si la schimbarea canalelor, iar navigarea pe internet a fost imposibila pentru ca ramanea blocat. l am dat retur a2a zi.|0
381|televizorului nu i se auzeau difuzoarele, iar youtube isi lua crash dupa o simpla reclama|0
382|sunt momente in care se simte nevoia de 0 zero stele... mi-am dorit un smart fara pretentii... doar sa se conecteze la wi-fi si sa pot vedea video pe youtube... nu functioneaza absolut deloc conexiunea wi-fi. nu am putut vedea nici macar un prapadit de videoclip de un minut. deja e pe drumul de intoarcere...|0
383|nu recomand, se blocheaza mai tot timpul pe youtube si netflix, recomand celor care vor sa-l achizitioneze sa nu o faca.|0
384|oribil, se blocheaza in ultimul hal pe netflix, hbo go etc si nu, nu e de la net. aveti grija la cumparare.|0
385|nu inteleg de ce se fabrica astfel de produse! ok, inteleg ca e printre cele mai iefine de pe piata, nu ma asteptam sa il folosesc ani de zile, dar nici dupa o saptamana sa se strice! l am folosit o saptamana si dupa o saptamana pur si simplu nu se mai vede nimic pe ecran. astfel de produse nu ar trebui sa se fabrice. jalnic!|0
386|slab, foarte|0
387|nu se aude bine|0
388|nu recomand. nu are programe hd, f slab calitativ.|0
389|functia dtv nu functioneaza, telecomanda merge greu, nu prinde wifi nici macar daca dau pe introducere manuala. nu merita cumparat!|0
390|l am dat retur, pentru ca nu corespunde calitativ.|0
391|nu traduce toate programele, telecomanda fff slaba, nu are cred nici serviciu de a se inchide singur tv, etc!|0
392|niste prostii! nu recomand! telecomanda merge greu iar la scurt timp dupa ce l-am instalat, dupa ce l-am inchis si l-am deschis, mi-au disparut toate setarile si trecuse in alta limba! |0
393|nu merita nici macar o stea. sonorul este groaznic si raspunde extrem de greu la comenzi.|0
394|urmeaza sa-l trimit a 2 tura la reparat. achizitionat in ianuarie, are probleme cu softul. proasta alegere|0
395|sistemul de operare din spate, linux, este foarte slab, conexiunea wifi la cel mai jos nivel. daca este comandat de o persoana care nu descurca foarte bine cu instalarea programelor, mai ales ca trebuie anumite selectii ca sa poata ajunge la acel punct, cu siguranta nu va putea sa se uite la vreun post tv. intr-o zi merg 10 canale, a 0-a zi 100 si tot asa. sa nu mai spun de netflix, ca in fiecare zi avea cate o eroare. acest review este facut in baza comandarii a 0 televizoare la aceleasi pret dar ca si functionalitati la poluri total opuse din toate punctele de vedere.|0
396|doar 2 zile l-am folosit si l-am returnat. mi se inchidea din senin, era imposibil sa il re-pornesc, ca sa pot sa il re-pornesc trebuia scos din priza si de 0 ori s-a intamplat sa se re-seteze si a trebuit s-o iau de la 0 cu instalarea. nu mai mentionez faptul ca a fost trimis cu suruburi lipsa de la piciorul -stativ. telecomanda nu functiona, se bloca des sau se deconecta de la wifi. nu merita nici 100 lei. nu recomand!|0
397|nu reusesc sa prind toate canalele|0
398|este un produs prost. netul este bun. dtv nu merge.tv merge in dungi banda scurta|0
399|am cumparat produsul televizor led smart star-light, 81 cm, 32dm6600, hd si la nicio luna a ramas fara imagine.|0
400|il am din 5 martie 2020. porneste singur cand ii vine ( mai ales noaptea ) routerul e la 20 cm de tv si nu se conecteaza. am sperat ca n am aruncat banii, dar asta am facut. daca emag tine in vreun fel la blazon, sa l scoata din oferta. romania lucrului bine facut. ps: am vrut sa l dau de pomana dar nu vreau sa mi bat joc de oamenii amarati.|0
401|nu are o calitate foarte buna a imaginii|0
402|nu imi gaseste canale dtv, doar atv, destul de dezamagit|0
403|lista de programe nu este editabiala. singura ordonare este cea gasita la cautarea programelor la instalare. telecomanda nu are buton de revenire la canalul precedent urmarit. derularea in lista de programe se face pas cu pas, nu are optiunea de salt ecran.conectarea cu dispozitivele android se face accesand in mod expres aplicatia preinstalata. imaginea si sunetul sunt ok pentru un nivel mediu de exigenta.am returnat produsul in cele din urma, voi opta pentru brand-uri pe viitor.|0
404|star-light de azi returul de maine. a facut dunga pe ecran in prima jumatate de ora de functionare.|0
405|"am comandat produsul de bf, a venit, parea ok. l-am pus in perete si are 0 dungi pe ecran. il dau retur.
 pe langa acest aspect, aveam un card de la digi introdus, nu are nicio treaba cu hd-ul. nu luati pt ca e ieftin caci nu e calitativ si o sa vedeti diferenta. se vad pixelii pe ecran..."|0
406|tv este luat din luna martie si azi l-am trimis in service ca sarea dupa canal, nu recomand|0
407|foarte frumos, mi s-a stricat telecomanda in 0 luni (precizez nu a fost lovita, scapata, presata, stropita s-a stricat dintr-o data) si acum nu gasesc niciunde alta telecomanda.|0
408|se intrerupe din minut in minut. nu-mi pot da seama daca e de la interferente. am folosit-o cu 0 telefoane si tot asa face.|0
409|se aude cam prost, bass nu, inalte nu, bateria nu tine|0
410|nu tine bateria nu recomand foarte slab|0
411|s-a defectat dupa trei utilizari|0
412|calitate audio buna per total dar a mea a avut ceva in neregula cu ea, nu puteam sa ma conectez la aplicatie, nu mergea sa ii dau reset cu combinatia de butoane iar butoanele de - si + schimbau melodia in loc sa mareasca volumul, i-am facut retur.in plus de asta cand bateria este pe terminate, de la 30% deja te spameaza la fiecare 15 secunde, practic de la 30% nu mai poti reda nimic. a fost prima si ultima boxa jbl cumparata:))|0
413|go 2 e mult mai bun fata de acesta, are si bas mai mare|0
414|autonomia de redare este pana in 2 ore la treapta maxima a volumului, tinand cand ca vechea generatie avea autonomia pana in 5-6 ore, sunt oarecum dezamagit. in schimb calitatea sunetului este in regula.|0
415|testat jbl go 2 cu jbl go 4 simultant pot sa va zic ca go3 este mai buna si se aude putin mai ok.|0
416|acceptabil|0
417|claritate foarte buna, baterie slaba, doar 4ore rezistenta|0
418|e ce trebuie: cand i. am dat play pentru prima data am ramas surprins cat de tare si fidel se aude o boxa de o asa dimensiune. recomand!ideea este ca daca te conectezi la telefon, tableta sau laptop si dupa o anumita perioada nu mai folosesti boxa, de exemplu tr uiti la un film 30 min, faci pauza15 20 minute, boxa pierde conexiunea si de fiecare data trebuie sa o aprind si sa ma conectez, urat de tot! in rest e ok!|0
419|se aude incredibil|0
420|o boxulita foarte utila, cu sunet foarte bun pentru dimensiunile ei. comparabil cu un sondcore select 4 go (dar acela este la un pret mult mai mic). de aici si 4 stele. pretul este un pic cam mare. intre cele doua, soundecore mi se pare ca are sunetul mai deschis, da impresia ca boxa este mai mare decat in realitate. jbl-ul este foarte mic, incape in orce buzunar de rucsac, este rezistent la apa si praf, si bateria m-a tinut mai mult de 2 ore la un volum in jur de 80%.|0
421|sunet ok. constructie nota 10.bateria tine foarte putin|0
422|are aplicatie pt moduri de sunet. e nice, dar se duce rapid bateria.|0
423|au un sunet clar dar imi doream sa functioneze stereo.|0
424|boxa mai bazaie|0
425|a fost dezamagitoare in concordanta cu joasele, nu sunt bogate, este adevarat ca frecventa acesteia pleaca de la 90 de hertz, se aude foarte bine pe inalte si claritate, dupa volumul de 50 % scad joasele. in comparatie cu sony srs-xb 100 este sub aceasta si este si mai ieftina. ca urmare, am returnat jbl go 4 pentru sony srs-xb 100, fiind mai satisfacut. la dimensiunile si pretul ei se aude bine si pe joase si pe inalte.|0
426|suna surprinzator de tare si clar insa autonomia bateriei este de maxim 4.5 ore nu 7 cum scrie in descriere.|0
427|boxa este foarte puternica pentru marimea ei.+ ca este si waterproof. recomand!|0
428|super boxuta! sunet puternic si clar, cu bass tinand cont de dimensiuni. se conecteaza usor. designul este frumos, materialele par de calitate. autonomia acumulatorului este destul de mica; trebuie incarcata des.|0
429|design: 5 stele, inclusiv ambalajul. sunet: o idee mai bun ca jbl go3.am luat doua, dar succesul gaselnitei auracast ma face sa scap de ele la fel de repede cum am scapat de jbl flip 6 (alea erau cu party boost). pe scurt, impereherea stereo e la noroc si se face prin aplicatia jbl portable care cand merge cand nu merge.|1
430|pentru dimensiunea ei este foarte puternica. recomand|0
431|am luat boxa mai mult din curiozitate, fiind cea mai mica dintre modelele testate (jbl go 4, jbl flip 7, harman/kardon luna si jbl charge 5 wi-fi) si sincer m-a surprins placut, asa ca o sa imi las parerea aici poate ajuta si pe altii asa cum si eu citesc recenziile altora si imi fac o oarecare idee cand vreau sa comand ceva, asa ca: pentru dimensiunea ei scoate un sunet clar si surprinzator de puternic, fara distorsiuni nici la volum mare. are chiar si un pic de bass, evident limitat de marime, dar suficient pentru ascultat casual. este extrem de portabila — incape in buzunar si o poti lua oriunde fara sa o simti ca greutate. se conecteaza la aplicatia jbl portable si poti vedea nivelul bateriei sau conecta mai multe boxe intre ele prin auracast. nu este pentru cine cauta bass profund, asa ca mie nu mi se potriveste dar mi-a placut si ca boxa mica de drum sau utilizare zilnica este peste asteptari, iar eu chiar sunt pretentios. am luat-o resigilata de la alt mare magazin la 160 de lei in loc de 200 cat costa in mod normal si vine insotita de cablu de incarcare, asa ca daca bugetul tau e 200 de lei si vrei o boxa de calitate jbl care are finisaje fine si materiale de calitate specifice jbl, go 4 e best buy pentru tine. |0
432|perfecta pentru casa/birou.|0
433|jbl - inca bate cam ce exista pe piata calitate/pret la acest nivel. conectare ff rapida iar sunetul este foarte clar. se aude foarte bine la dimensiunea data.....recomand|0
434|este o boxa foarte buna la care chiar se simte bass-ul. raport calitate pret foarte bun. eu am primit-o cadou si o ador. este o placere sa asculti muzica cu aceasta boxa. inca un lucru care-mi place la ea este faptul ca se conecteaza la telefon cu aplicatia jbl portable de unde poti vedea cat mai are la baterie si tot de acolo poti sa-i schimbi modul in care sa redea suntele (are 2 moduri prestabilite si o sectiune unde poti crea tu un mod nou). bateria tine foarte ok.|0
435|foarte mic, se aude foarte bine, usor de transpoortat|0
436|perfecta, mica si compacta|0
437|nota zece audio bine|0
438|multuminta de alegere|0
439|total multumit!|0
440|recomand sa-l comandati se aude foarte bine numai ca tresa instalatii aplicatia jbl casa faceti actualizare la boxa si in rest puteti sa modificati sunetul la boxa|0
441|se aude foarte bine pentru o boxa asa mica, design frumos, suna toata casa daca imperechezi doua in mod stereo. like|0
442|tare tare tare|0
443|cea mai buna boxa ca o poti baga ori unde|0
444|recomand, functioneaza super|0
445|foarte buna, calitatea jbl nu se dezminte.|0
446|boxa mica, dar cu sunet surprinzator de clar si bass decent pentru dimensiunea ei. la un volum decent, bateria tine pe playback de te plictisesti — o folosesti zile intregi fara sa stai cu incarcatorul dupa tine. foarte portabila, arata bine pe negru si e perfecta pentru acasa sau iesiri.|0
447|super, exact ce asteptam.|0
448|calitate foarte buna, bas puternic, bateria tine mult. copil fericit|0
449|foarte multumit|0
450|se aude bine. bateria tine suficient|0
451|o boxa care isi face treaba foarte bine!!!|0
452|pot spune ca este o micro boxa portabila buna. este usor de purtat in geanta, sunet foarte bun pentru dimensiunea ei; pretul putin cam mare raportat la ce poate oferi. am testat-o pe diferite tipuri de muzica si pe telefon dar si pe un player semi profesional (codec pe bth sbc). toate testele sunt facute la 20% volum si 80% volum. la 80% tine aproximativ 4,5 ore +/- 10 minute iar la 20% tine 12 ore +/- 10 minute (un scor bun avand in vedere bateria mica). imi place ca arata procentajul macar in aplicatie (care nu este foarte optimizata dar functioneaza) chiar daca este haotic, adica arata din 15 in 15% sau 25 in 25%. incarcarea dureaza aproximativ 0 ore si 5 minute iar exemplarul meu are 650 mah capacitate a baterieri. am incercat-o si pe stereo si este foarte ok, se conecteaza rapid, nu apar pierderi (se preteaza foate bine la un proiector). ma declar multumit! ma gandesc daca sa mai iau una pentru a face un stereo sau doar sa raman cu aceasta.|0
453|corespunde descrierii|0
454|se conecteaza usor, se aude super bine, este practica.|0
455|sunet clar pentru dimensiunea ei, conectare rapida si autonomie buna. este rezistenta si usor de transportat. foarte buna pentru utilizare zilnica. recomand.|0
456|boxa are un sunet bun are un bass foarte bun recomand|0
457|micuta dar cu sonor placut, usor de utilizat. acumulatorul pare ca rezista suficiente ore. are mufa usb-c, se incarca la usb.|0
458|o boxa de calitate|0
459|mica, usoara, usor de conectat, se aude excelent|0
460|am scos sunetele de start si oprire din aplicatia jbl, erau monstruoase.|0
461|este foarte buna, robusta si se aude excelent, calitate jbl.|0
462|foarte multumit.|0
463|optima calitate, recomand|0
464|exceptionala boxa, isi merita banii.|0
465|are bass foarte mare este cea mai cool boxa portabila|0
